week_start;word;n;tf;idf;tf_idf
2019-07-08;tread;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;wiring;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-07-08;writings;2;0,000291757840991977;2,63905732961526;0,000769965668742599
2019-10-14;queen’s;83;0,00490369845208555;1,25276296849537;0,00614317182944083
2019-10-14;speech;116;0,00685336169207137;0,241162056816888;0,00165277080177
2019-10-14;hs2;14;0,000827129859387924;1,94591014905531;0,00160952038796966
2019-10-14;kurdish;8;0,000472645633935957;2,63905732961526;0,00124733892454934
2019-10-14;gracious;12;0,000708968450903935;1,54044504094715;0,00109212693438295
2019-10-14;immigration;12;0,000708968450903935;1,54044504094715;0,00109212693438295
2019-10-14;prison;7;0,000413564929693962;2,63905732961526;0,00109142155898067
2019-10-14;bus;20;0,00118161408483989;0,847297860387204;0,00100117908588822
2019-10-14;passengers;6;0,000354484225451967;2,63905732961526;0,000935504193412002
2019-10-14;crime;10;0,000590807042419946;1,54044504094715;0,000910105778652457
2019-10-14;syria;10;0,000590807042419946;1,54044504094715;0,000910105778652457
2019-10-14;extinction;18;0,0010634526763559;0,847297860387204;0,000901061177299401
2019-10-14;brexit;43;0,00254047028240577;0,336472236621213;0,000854797717990792
2019-10-14;mental;14;0,000827129859387924;1,02961941718116;0,000851628963756128
2019-10-14;habitats;11;0,00064988774666194;1,25276296849537;0,000814155302696978
